DATE_RECEIVED,PRODUCT_NAME,SUB_PRODUCT,ISSUE,SUB_ISSUE,CONSUMER_COMPLAINT_NARRATIVE,COMPANY_PUBLIC_RESPONSE,COMPANY,STATE_NAME,ZIP_CODE,TAGS,CONSUMER_CONSENT_PROVIDED,SUBMITTED_VIA,DATE_SENT_TO_COMPANY,COMPANY_RESPONSE_TO_CONSUMER,TIMELY_RESPONSE,CONSUMER_DISPUTED,COMPLAINT_ID
2014-09-29,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion Intermediate Holdings or Inc.,FL,33302,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048471
2014-09-29,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Nathan & Nathan or P.C.,TN,38115,Servicemember,N/A,Web,06-10-2014,Closed with non-monetary relief,Yes,No,1050126
2014-09-29,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,FL,33302,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1048473
2014-09-29,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,IL,60950,Servicemember,N/A,Web,29-09-2014,Closed with non-monetary relief,Yes,No,1048723
2014-09-29,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Wells Fargo & Company,CA,91773,Older American,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048724
2014-09-29,Money transfers,International money transfer,Wrong amount charged or received,,,,TD Bank US Holding Company,NC,28756,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1048729
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NY,10901,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048737
2014-09-29,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,Nationstar Mortgage,GA,30223,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048605
2014-09-29,Mortgage,Other mortgage,Application or originator or mortgage broker,,,,Bank of America,NV,89102,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1048803
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,CA,91911,,N/A,Referral,03-10-2014,Closed with monetary relief,Yes,Yes,1049158
2014-09-29,Money transfers,International money transfer,Other transaction issues,,,,Regions Financial Corporation,MA,2465,,N/A,Referral,02-10-2014,Closed with explanation,Yes,Yes,1048971
2014-09-29,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,First Federal Credit Control,PA,19135,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1048777
2014-09-29,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,NRA Group or LLC,PA,19135,,N/A,Web,07-10-2014,Closed with explanation,Yes,No,1048778
2014-09-29,Other financial service,Credit repair,Customer service/Customer relations,,,,John C. Heath or Attorney at Law or PLLC,IN,46953,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050189
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,CA,92673,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1048801
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,AL,36849,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048558
2014-09-29,Consumer Loan,Installment loan,Managing the loan or lease,,,,Wells Fargo & Company,PA,18940,,N/A,Web,03-10-2014,Closed with monetary relief,Yes,No,1048809
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,NC,27120,,N/A,Postal mail,16-10-2014,Closed with explanation,Yes,Yes,1048646
2014-09-29,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,Portfolio Recovery Associates or Inc.,PA,18963,,N/A,Referral,03-10-2014,Closed with non-monetary relief,Yes,No,1049067
2014-09-29,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,FL,33569,,N/A,Web,29-09-2014,Closed with non-monetary relief,Yes,No,1049195
2014-09-29,Consumer Loan,Installment loan,Taking out the loan or lease,,,,Enova International or Inc.,CA,90706,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1048832
2014-09-29,Mortgage,FHA mortgage,Loan servicing or payments or escrow account,,,,Nationstar Mortgage,CA,92807,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048833
2014-09-29,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,Capital One,GA,30032,Older American,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048841
2014-09-29,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,Mobiloans or LLC,PA,15554,,N/A,Web,29-09-2014,Untimely response,No,,1048848
2014-09-29,Bank account or service,Checking account,Using a debit or ATM card,,,,M&T Bank Corporation,DE,19803,Older American or Servicemember,N/A,Phone,03-10-2014,Closed with explanation,Yes,No,1048869
2014-09-29,Bank account or service,Checking account,Deposits and withdrawals,,,,Charles Schwab Bank,FL,33880,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048873
2014-09-29,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,United Collection Bureau or Inc.,PA,19057,,N/A,Web,30-09-2014,Closed with explanation,Yes,Yes,1048478
2014-09-29,Bank account or service,Checking account,Deposits and withdrawals,,,,TCF National Bank,IL,60634,,N/A,Phone,03-10-2014,Closed with explanation,Yes,No,1048889
2014-09-29,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,First National Collection Bureau or Inc.,TX,78574,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048890
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,NJ,8087,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048898
2014-09-29,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Experian,FL,32746,,N/A,Web,03-10-2014,Closed with non-monetary relief,Yes,No,1048911
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,NJ,8527,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1049349
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,TX,78250,,N/A,Postal mail,15-10-2014,Closed with explanation,Yes,No,1048852
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,NC,28215,,N/A,Referral,03-10-2014,Closed with explanation,Yes,Yes,1048576
2014-09-29,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,PNC Bank N.A.,WI,53203,,N/A,Fax,03-10-2014,Closed with explanation,Yes,No,1048537
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Servis One or Inc.,NC,28314,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050205
2014-09-29,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,FL,32746,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048912
2014-09-29,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NY,10950,,N/A,Web,29-09-2014,Closed,Yes,No,1048997
2014-09-29,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt was paid,,,Stellar Recovery Inc.,GA,30213,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1049007
2014-09-29,Payday loan,Payday loan,Can't contact lender,Can't contact lender,,,All American Check Cashing or Inc.,MS,39577,,N/A,Web,01-10-2014,Closed with explanation,Yes,No,1049009
2014-09-29,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Capital One,GA,30144,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050172
2014-09-29,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Diversified Consultants or Inc.,FL,32224,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049016
2014-09-29,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,National Mediation Services,TX,75149,,N/A,Web,30-09-2014,Closed with explanation,Yes,No,1048931
2014-09-29,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,Citizens Financial Group or Inc.,PA,16407,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1049023
2014-09-29,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Capital One,RI,2882,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1049028
2014-09-29,Bank account or service,Other bank product/service,Account opening or closing or or management,,,,PNC Bank N.A.,PA,19087,Older American or Servicemember,N/A,Phone,07-10-2014,Closed with explanation,Yes,No,1049041
2014-09-29,Credit card,,Billing disputes,,,,Citibank,NY,10928,,N/A,Web,03-10-2014,Closed with monetary relief,Yes,Yes,1049042
2014-09-29,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion Intermediate Holdings or Inc.,NY,10950,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048999
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,76134,Older American,N/A,Postal mail,06-10-2014,Closed with explanation,Yes,Yes,1048628
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,TX,79404,,N/A,Postal mail,16-10-2014,Closed with explanation,Yes,No,1050245
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,79404,,N/A,Postal mail,16-10-2014,Closed with explanation,Yes,No,1050247
2014-09-29,Mortgage,FHA mortgage,Loan servicing or payments or escrow account,,,,Nationstar Mortgage,NC,28269,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050212
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,FL,33617,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1048511
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Ditech Financial LLC,MI,48221,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1048951
2014-09-29,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,,,PayPal Holdings or Inc.,NJ,8723,,N/A,Referral,14-10-2014,Closed with explanation,Yes,No,1050179
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,79404,,N/A,Postal mail,01-10-2014,Closed with explanation,Yes,No,1050268
2014-09-29,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,Wells Fargo & Company,TX,77042,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1049321
2014-09-29,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NY,10977,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049119
2014-09-29,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,U.S. Bancorp,MI,48117,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049130
2014-09-29,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,ECMC Group or Inc.,PA,19063,,N/A,Phone,03-10-2014,Closed with explanation,Yes,No,1049133
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,TX,79404,,N/A,Postal mail,03-10-2014,Closed with explanation,Yes,No,1050248
2014-09-29,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,10977,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049120
2014-09-29,Credit card,,Credit determination,,,,U.S. Bancorp,WA,98569,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1049215
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,NY,11753,,N/A,Referral,03-10-2014,Closed with explanation,Yes,Yes,1049216
2014-09-29,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Bank of America,CT,6339,,N/A,Referral,03-10-2014,Closed with non-monetary relief,Yes,No,1049218
2014-09-29,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Encore Capital Group,FL,33063,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1049238
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,EverBank,GA,30344,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1048614
2014-09-29,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion Intermediate Holdings or Inc.,NC,28210,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1048526
2014-09-29,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,CT,6457,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049167
2014-09-29,Mortgage,FHA mortgage,Loan servicing or payments or escrow account,,,,Residential Credit Solutions,LA,70117,,N/A,Web,29-09-2014,Closed with explanation,No,No,1049293
2014-09-29,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Ocwen,OR,97080,,N/A,Postal mail,03-10-2014,Closed with explanation,Yes,No,1049315
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,TX,79404,,N/A,Postal mail,16-10-2014,Closed with explanation,Yes,No,1050253
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,79404,,N/A,Postal mail,16-10-2014,Closed with non-monetary relief,Yes,No,1050254
2014-09-29,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,NJ,8759,Older American or Servicemember,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1049348
2014-09-29,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,Specialized Loan Servicing LLC,WA,98133,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1050169
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,79404,,N/A,Postal mail,16-10-2014,Closed with non-monetary relief,Yes,No,1050257
2014-09-29,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,Experian,NE,68505,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1048499
2014-09-29,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Wells Fargo & Company,FL,32256,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1048464
2014-09-29,Debt collection,Other (i.e. phone or health club or etc.),False statements or representation,Attempted to collect wrong amount,,,Convergent Resources or Inc.,TX,77056,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1049432
2014-09-29,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,Toyota Motor Credit Corporation,OH,43068,,N/A,Phone,03-10-2014,Closed with monetary relief,Yes,No,1049436
2014-09-29,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Experian,GA,30341,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049449
2014-09-29,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Allied Interstate LLC,OH,44123,,N/A,Phone,03-10-2014,Closed with non-monetary relief,Yes,No,1049454
2014-09-29,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,TX,79413,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1048523
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,PA,15204,,N/A,Postal mail,03-10-2014,Closed with explanation,Yes,Yes,1049065
2014-09-29,Mortgage,FHA mortgage,Loan modification orcollection orforeclosure,,,,PennyMac Loan Services or LLC,FL,33432,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050719
2014-09-29,Mortgage,FHA mortgage,Loan servicing or payments or escrow account,,,,Wells Fargo & Company,CA,94044,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1049554
2014-09-29,Mortgage,Reverse mortgage,Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,TX,75217,,N/A,Referral,03-10-2014,Closed with explanation,Yes,Yes,1049535
2014-09-29,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,CA,92841,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050217
2014-09-29,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Sterling Jewelers Inc.,WI,53528,Servicemember,N/A,Web,29-09-2014,Closed,Yes,No,1049563
2014-09-29,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,U.S. Bancorp,OK,73750,Older American,N/A,Web,29-09-2014,Closed with monetary relief,Yes,No,1049569
2014-09-29,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,Flagstar Bank,MI,48906,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049582
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,CA,95687,,N/A,Postal mail,27-10-2014,Closed with explanation,Yes,No,1049591
2014-09-29,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,U.S. Bancorp,WA,98367,,N/A,Web,29-09-2014,Closed with explanation,No,No,1049632
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,IL,61201,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049645
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Select Portfolio Servicing or Inc,CA,90277,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1049221
2014-09-29,Consumer Loan,Installment loan,Managing the loan or lease,,,,Speedy Cash Holdings,CA,93619,,N/A,Fax,03-10-2014,Closed with explanation,Yes,Yes,1048624
2014-09-29,Credit card,,APR or interest rate,,,,Synchrony Financial,TX,76028,,N/A,Postal mail,03-10-2014,Closed with monetary relief,Yes,No,1049657
2014-09-29,Student loan,Non-federal student loan,Dealing with my lender or servicer,Don't agree with fees charged,,,First Associates Loan Servicing LLC,MO,64037,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049669
2014-09-29,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing or payments or escrow account,,,,Ditech Financial LLC,OR,97230,,N/A,Phone,03-10-2014,Closed with explanation,Yes,Yes,1049699
2014-09-29,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,Synchrony Financial,WA,99337,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1049712
2014-09-29,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Receivables Performance Management LLC,MA,1119,,N/A,Web,03-10-2014,Closed with explanation,Yes,Yes,1049726
2014-09-29,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Caliber Home Loans or Inc,RI,2859,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049733
2014-09-29,Mortgage,Home equity loan or line of credit,Loan modification orcollection orforeclosure,,,,BankUnited,FL,33166,,N/A,Referral,03-10-2014,Closed with monetary relief,Yes,No,1050138
2014-09-29,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,CA,93004,,N/A,Referral,01-10-2014,Closed with explanation,Yes,No,1050139
2014-09-29,Bank account or service,Checking account,Account opening or closing or or management,,,,Navy FCU,MD,20744,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1050143
2014-09-29,Bank account or service,Checking account,Account opening or closing or or management,,,,Bank of America,NC,27317,Older American,N/A,Phone,30-09-2014,Closed with monetary relief,Yes,No,1049747
2014-09-29,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,MD,21060,,N/A,Referral,03-10-2014,Closed with explanation,Yes,Yes,1050146
2014-09-29,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,AZ,85225,,N/A,Referral,03-10-2014,Closed with explanation,Yes,No,1050147
2014-09-29,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,CA,90631,Older American,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049755
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,OH,44130,Older American,N/A,Phone,03-10-2014,Closed with explanation,Yes,No,1050274
2014-09-29,Consumer Loan,Installment loan,Managing the loan or lease,,,,Community Choice Financial or Inc.,CA,92530,,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1049789
2014-09-29,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion Intermediate Holdings or Inc.,NY,10977,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049708
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Ocwen,CO,80214,Older American,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049802
2014-10-29,Credit reporting,,Incorrect information on credit report,Account terms,,,Synchrony Financial,NH,3110,,N/A,Web,04-11-2014,Closed with non-monetary relief,Yes,No,1092439
2014-09-29,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,ProCollect or Inc,TX,75167,,N/A,Web,30-09-2014,Closed with explanation,Yes,No,1049834
2014-10-29,Debt collection,Federal student loan,Disclosure verification of debt,Right to dispute notice not received,,,Expert Global Solutions or Inc.,NM,87110,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093030
2014-09-29,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion Intermediate Holdings or Inc.,MD,21704,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1048623
2014-09-29,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,,,Ocwen,TX,77090,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049838
2014-10-30,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,North American Asset Services or LLC,CA,93702,,N/A,Phone,07-11-2014,Closed with explanation,Yes,No,1093079
2014-10-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,PNC Bank N.A.,CA,91765,,N/A,Web,04-11-2014,Closed with explanation,Yes,No,1094859
2014-10-30,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,CA,95377,,N/A,Web,30-10-2014,Closed with monetary relief,Yes,No,1093088
2014-10-30,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,Navient Solutions or Inc.,OH,43228,,N/A,Web,30-10-2014,Closed with monetary relief,Yes,Yes,1093050
2014-10-30,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,CMRE Financial Services or Inc.,CA,91304,,N/A,Web,04-11-2014,Closed with explanation,Yes,No,1093096
2014-09-29,Mortgage,Reverse mortgage,Loan modification orcollection orforeclosure,,,,Liberty Home Equity Solutions or Inc,IL,60618,,N/A,Phone,03-10-2014,Closed with explanation,Yes,No,1049877
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Communication tactics,Threatened to take legal action,,,M&S Recovery Solutions,WA,98092,,N/A,Web,04-11-2014,Closed with monetary relief,Yes,No,1093107
2014-10-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,PNC Bank N.A.,MD,20866,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093111
2014-10-30,Credit card,,Billing disputes,,,,Amex,TX,75033,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093112
2014-10-30,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing or payments or escrow account,,,,Capital One,MI,48178,Servicemember,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1094618
2014-09-29,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Enhanced Acquisitions or LLC,TX,75040,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049883
2014-09-29,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,,,Amex,FL,33433,Servicemember,N/A,Web,06-10-2014,Closed with explanation,Yes,No,1050514
2014-10-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Fifth Third Financial Corporation,OH,43214,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1094514
2014-09-29,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Citibank,TN,38107,,N/A,Fax,03-10-2014,Closed with explanation,Yes,No,1050284
2014-09-29,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,SunTrust Banks or Inc.,FL,32207,,N/A,Web,29-09-2014,Closed,Yes,No,1049899
2014-10-30,Credit card,,Other,,,,Synchrony Financial,TX,78640,Servicemember,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093133
2014-10-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Ocwen,SC,29687,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1094397
2014-09-29,Money transfers,International money transfer,Other transaction issues,,,,The Western Union Company,NC,28034,Older American,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1050186
2014-10-30,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,Navient Solutions or Inc.,FL,33860,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093150
2014-10-30,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,JPMorgan Chase & Co.,OR,97086,,N/A,Web,07-11-2014,Closed with explanation,No,Yes,1094412
2014-10-30,Debt collection,Mortgage,Improper contact or sharing of info,Contacted me after I asked not to,,,Wells Fargo & Company,CA,95648,Servicemember,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093159
2014-09-29,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,CoreLogic,CA,95817,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1049933
2014-10-30,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,Prince Parker & Associates,NC,28054,,N/A,Web,05-11-2014,Closed with explanation,No,,1093161
2014-10-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,JPMorgan Chase & Co.,OH,43950,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1094383
2014-09-29,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt was paid,,,Cavalry Investments or LLC,GA,30094,,N/A,Web,06-10-2014,Closed with explanation,Yes,No,1050222
2014-09-29,Credit card,,Other,,,,Bank of America,MA,2777,Servicemember,N/A,Postal mail,03-10-2014,Closed with explanation,Yes,No,1048493
2014-10-30,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,Security Finance,NM,88001,,N/A,Web,05-11-2014,Closed with non-monetary relief,Yes,No,1093164
2014-10-30,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,Speedy Cash Holdings,LA,71115,,N/A,Web,05-11-2014,Closed with explanation,Yes,No,1094351
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,Allied Interstate LLC,FL,33405,,N/A,Web,30-10-2014,Closed with non-monetary relief,Yes,No,1093189
2014-10-30,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,AZ,85339,,N/A,Referral,09-12-2014,Closed with explanation,Yes,No,1094830
2014-10-30,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,Citibank,FL,32809,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1093957
2014-09-29,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,U.S. Collections West or Inc.,IL,62269,Servicemember,N/A,Phone,06-10-2014,Closed with explanation,Yes,No,1050001
2014-09-29,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,TX,78414,,N/A,Postal mail,14-10-2014,Closed with non-monetary relief,Yes,No,1048601
