DATE_RECEIVED,PRODUCT_NAME,SUB_PRODUCT,ISSUE,SUB_ISSUE,CONSUMER_COMPLAINT_NARRATIVE,COMPANY_PUBLIC_RESPONSE,COMPANY,STATE_NAME,ZIP_CODE,TAGS,CONSUMER_CONSENT_PROVIDED,SUBMITTED_VIA,DATE_SENT_TO_COMPANY,COMPANY_RESPONSE_TO_CONSUMER,TIMELY_RESPONSE,CONSUMER_DISPUTED,COMPLAINT_ID
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,Wells Fargo & Company,FL,33415,Older American,N/A,Phone,05-11-2014,Closed,Yes,No,1094629
2014-10-30,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NJ,7601,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1094328
2014-09-29,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,TX,76137,,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050044
2014-10-30,Credit card,,Billing disputes,,,,Bank of America,CA,92692,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093268
2014-09-29,Mortgage,FHA mortgage,Loan modification orcollection orforeclosure,,,,Flagstar Bank,NJ,8079,Older American,N/A,Web,29-09-2014,Closed with explanation,Yes,Yes,1050065
2014-10-30,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NJ,7601,,N/A,Web,05-11-2014,Closed with explanation,Yes,Yes,1094329
2014-10-30,Bank account or service,Checking account,Problems caused by my funds being low,,,,SunTrust Banks or Inc.,VA,23881,,N/A,Phone,05-11-2014,Closed with monetary relief,Yes,No,1093285
2014-09-29,Credit reporting,,Incorrect information on credit report,Public record,,,TransUnion Intermediate Holdings or Inc.,CA,94621,,N/A,Web,06-10-2014,Closed with explanation,Yes,Yes,1050066
2014-10-30,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Avadyne Health Holdings or Inc,IA,52246,,N/A,Web,05-11-2014,Closed with explanation,Yes,No,1093301
2014-09-29,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,MI,48066,,N/A,Postal mail,03-10-2014,Closed with explanation,Yes,No,1050176
2014-09-29,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,,,Experian,HI,96744,,N/A,Web,29-09-2014,Closed with monetary relief,Yes,Yes,1050080
2014-09-29,Credit card,,Late fee,,,,Wells Fargo & Company,NV,89410,,N/A,Phone,01-10-2014,Closed with explanation,Yes,Yes,1050087
2014-10-30,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion Intermediate Holdings or Inc.,NJ,7601,,N/A,Web,05-11-2014,Closed with non-monetary relief,Yes,No,1094333
2014-09-29,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Select Management Resources or LLC,OH,44624,Older American,N/A,Web,29-09-2014,Closed with explanation,Yes,No,1050094
2014-09-29,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,TransUnion Intermediate Holdings or Inc.,IL,60471,,N/A,Web,29-09-2014,Closed with non-monetary relief,Yes,No,1050098
2014-10-30,Credit card,,Other,,,,Bank of America,FL,33487,Older American,N/A,Phone,05-11-2014,Closed with explanation,Yes,No,1093316
2014-09-29,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,NIC or Inc.,KS,66104,Older American,N/A,Web,30-09-2014,Closed,Yes,No,1050730
2014-10-30,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,AZ,85756,,N/A,Web,24-11-2014,Closed with explanation,Yes,No,1093334
2014-09-30,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,CA,91001,,N/A,Web,30-09-2014,Closed with non-monetary relief,Yes,No,1050740
2014-09-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ocwen,TX,76542,,N/A,Web,30-09-2014,Closed with monetary relief,Yes,No,1050746
2014-10-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,KY,40229,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1093633
2014-09-30,Mortgage,FHA mortgage,Loan modification orcollection orforeclosure,,,,Flagstar Bank,MA,2375,,N/A,Web,30-09-2014,Closed with explanation,Yes,No,1050753
2014-09-30,Mortgage,VA mortgage,Loan modification orcollection orforeclosure,,,,Flagstar Bank,AK,99502,Servicemember,N/A,Web,30-09-2014,Closed with explanation,Yes,No,1050757
2014-09-30,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Collection Bureau of America Ltd.,CA,91325,,N/A,Web,03-10-2014,Closed with explanation,Yes,No,1050760
2014-10-30,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Strategic Alliances or Inc.,FL,34603,,N/A,Referral,03-12-2014,Closed with non-monetary relief,No,No,1093355
2014-10-30,Credit reporting,,Credit monitoring or identity protection,Receiving unwanted marketing/advertising,,,TransUnion Intermediate Holdings or Inc.,NY,10921,,N/A,Fax,20-11-2014,Closed with explanation,Yes,No,1093381
2014-10-30,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,PA,19603,,N/A,Phone,04-11-2014,Closed with non-monetary relief,Yes,No,1093397
2014-10-30,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,Wells Fargo & Company,NY,13090,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1094368
2014-10-30,Credit card,,Closing/Cancelling account,,,,Capital One,NC,28144,,N/A,Web,30-10-2014,Closed with monetary relief,Yes,Yes,1093402
2014-10-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Nationstar Mortgage,OH,44278,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093407
2014-10-30,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,Collection Information Bureau or Inc.,FL,32931,,N/A,Web,05-11-2014,Closed with explanation,Yes,No,1093419
2014-10-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Shellpoint Partners or LLC,FL,32250,,N/A,Referral,25-11-2014,Closed with explanation,Yes,No,1094323
2014-10-30,Debt collection,Auto,False statements or representation,Attempted to collect wrong amount,,,Santander Consumer USA Holdings Inc,MA,1844,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1093452
2014-10-30,Bank account or service,Checking account,Deposits and withdrawals,,,,SunTrust Banks or Inc.,GA,30064,Older American,N/A,Web,30-10-2014,Closed with monetary relief,Yes,No,1093454
2014-10-30,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Specialized Loan Servicing LLC,CA,92673,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093467
2014-10-30,Debt collection,Auto,Communication tactics,Frequent or repeated calls,,,AutoMoney or Inc.,NC,28103,,N/A,Phone,15-12-2014,Closed with explanation,Yes,No,1093473
2014-10-30,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,Alorica Inc.,HI,96701,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1093476
2014-10-30,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion Intermediate Holdings or Inc.,NY,12550,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093478
2014-10-30,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,NY,12550,,N/A,Web,30-10-2014,Closed with non-monetary relief,Yes,No,1093480
2014-10-30,Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,,,Asset Recovery Solutions or LLC,IL,60417,,N/A,Web,30-10-2014,Closed,Yes,Yes,1094615
2014-10-30,Mortgage,VA mortgage,Credit decision / Underwriting,,,,USAA Savings,CA,93035,Servicemember,N/A,Web,30-10-2014,Closed with monetary relief,Yes,No,1093557
2014-10-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Rushmore Loan Management Services LLC,AZ,85742,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1093580
2014-10-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Ocwen,TX,77043,,N/A,Referral,01-11-2014,Closed,Yes,No,1093585
2014-10-30,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,HSBC North America Holdings Inc.,NM,88011,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093609
2014-10-30,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,,,Fresno Credit Bureau,CA,94086,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093610
2014-10-30,Mortgage,VA mortgage,Loan servicing or payments or escrow account,,,,BB&T Financial,CO,80927,Servicemember,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093622
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Improper contact or sharing of info,Contacted employer after asked not to,,,Credence Resource Management or LLC,FL,33054,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093626
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Communication tactics,Threatened to take legal action,,,Healthcare Management or LLC,CO,81504,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1093646
2014-10-30,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Financial Asset Management Systems or Inc.,FL,34996,,N/A,Referral,20-11-2014,Closed with explanation,Yes,No,1093648
2014-10-30,Debt collection,Auto,False statements or representation,Attempted to collect wrong amount,,,Cavalry Investments or LLC,WV,25070,Servicemember,N/A,Web,30-10-2014,Closed with non-monetary relief,Yes,Yes,1093665
2014-10-30,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,Capital One,OH,44023,Older American,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093678
2014-10-30,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Ocwen,MP,64081,,N/A,Web,05-11-2014,Closed with explanation,Yes,No,1094525
2014-10-30,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,TransUnion Intermediate Holdings or Inc.,CA,91040,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1094837
2014-10-30,Credit card,,APR or interest rate,,,,Citibank,DE,19901,,N/A,Referral,31-10-2014,Closed with explanation,Yes,No,1094449
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt was paid,,,Amsher Collection Services or Inc.,CA,90069,,N/A,Phone,05-11-2014,Closed with non-monetary relief,Yes,No,1093732
2014-10-30,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Wells Fargo & Company,MN,56474,,N/A,Referral,01-11-2014,Closed with explanation,Yes,No,1094451
2014-10-30,Bank account or service,Checking account,Problems caused by my funds being low,,,,PNC Bank N.A.,MD,20731,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1094457
2014-10-30,Prepaid card,Mobile wallet,Managing or opening or or closing account,,,,PayPal Holdings or Inc.,TX,78212,,N/A,Referral,01-11-2014,Closed with non-monetary relief,Yes,No,1094463
2014-10-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ocwen,CA,90220,Older American,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093746
2014-10-30,Bank account or service,Checking account,Account opening or closing or or management,,,,BB&T Financial,FL,33702,,N/A,Referral,31-10-2014,Closed with explanation,Yes,No,1094464
2014-10-30,Bank account or service,Other bank product/service,Making/receiving payments or sending money,,,,IBERIABANK,TX,76248,,N/A,Referral,31-10-2014,Closed with explanation,Yes,No,1094466
2014-10-30,Credit reporting,,Incorrect information on credit report,Account status,,,Early Warning Services or LLC,SD,57107,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093752
2014-10-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,CA,91202,,N/A,Referral,31-10-2014,Closed with explanation,Yes,No,1094467
2014-10-30,Bank account or service,Checking account,Account opening or closing or or management,,,,SunTrust Banks or Inc.,NC,28081,,N/A,Referral,01-11-2014,Closed with monetary relief,Yes,No,1094470
2014-10-30,Bank account or service,Checking account,Account opening or closing or or management,,,,JPMorgan Chase & Co.,PA,19027,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1094472
2014-10-30,Credit card,,Rewards,,,,JPMorgan Chase & Co.,SC,29910,,N/A,Referral,31-10-2014,Closed with explanation,Yes,No,1094473
2014-10-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Citizens Financial Group or Inc.,VA,22920,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1094478
2014-10-30,Bank account or service,Checking account,Account opening or closing or or management,,,,Capital One,,,,N/A,Referral,31-10-2014,Closed with explanation,Yes,No,1094480
2014-10-30,Credit card,,Late fee,,,,Citibank,CA,93257,,N/A,Referral,31-10-2014,Closed with monetary relief,Yes,No,1094481
2014-10-30,Bank account or service,Checking account,Account opening or closing or or management,,,,PNC Bank N.A.,MO,63136,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1094485
2014-10-30,Bank account or service,Checking account,Account opening or closing or or management,,,,Banco Popular de Puerto Rico,PR,988,,N/A,Phone,05-11-2014,Closed with explanation,Yes,Yes,1093823
2014-10-30,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,Solidus Group LLC.,TX,78109,,N/A,Web,06-11-2014,Closed with explanation,Yes,No,1093831
2014-10-30,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was paid,,,Alorica Inc.,TX,77064,Older American or Servicemember,N/A,Web,06-11-2014,Closed with explanation,Yes,No,1094612
2014-10-30,Bank account or service,Other bank product/service,Account opening or closing or or management,,,,Bank of America,WA,98204,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093844
2014-10-30,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,The TRAF Group,NJ,7882,,N/A,Referral,05-11-2014,Closed with explanation,Yes,No,1093845
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Taking/threatening an illegal action,Sued w/o proper notification of suit,,,Regional Acquisition Group or Inc.,IL,60653,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093862
2014-10-30,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MS,39441,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1093870
2014-10-30,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,The Western Union Company,NV,89147,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093889
2014-10-30,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Portfolio Recovery Associates or Inc.,IN,47303,Older American,N/A,Web,06-11-2014,Closed with non-monetary relief,Yes,No,1094844
2014-10-30,Mortgage,VA mortgage,Application or originator or mortgage broker,,,,PNC Bank N.A.,OH,43031,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093940
2014-10-30,Credit card,,Other,,,,Citibank,CA,91304,,N/A,Web,05-11-2014,Closed with explanation,Yes,No,1093941
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,Debt Recovery Solutions or LLC,IL,60610,,N/A,Phone,05-11-2014,Closed with explanation,Yes,No,1093944
2014-10-30,Debt collection,Other (i.e. phone or health club or etc.),Communication tactics,Frequent or repeated calls,,,Ditech Financial LLC,PA,17112,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1093947
2014-10-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Shellpoint Partners or LLC,NY,13027,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1093978
2014-10-30,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,NV,89502,,N/A,Web,30-10-2014,Closed with non-monetary relief,Yes,No,1093055
2014-10-30,Bank account or service,Checking account,Account opening or closing or or management,,,,JPMorgan Chase & Co.,OK,74037,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1093985
2014-10-30,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,,,Convergent Resources or Inc.,NJ,8029,,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1094393
2014-10-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Nationstar Mortgage,FL,33173,,N/A,Web,30-10-2014,Closed with explanation,Yes,No,1094353
2014-10-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,LA,70360,Older American,N/A,Web,30-10-2014,Closed with explanation,Yes,Yes,1094423
2014-10-30,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Ocwen,TX,77096,,N/A,Web,30-10-2014,Closed with explanation,No,No,1094031
